iati-identifier,title,country,region,default-currency,commitment,disbursement,reimbursement,expenditure,loan-repayment,interest-repayment,description,start-planned,start-actual,end-planned,end-actual,activity-status-code,activity-status,policy-markers,policy-marker-vocabulary,policy-marker-significance,policy-marker-codes,contact-organisation,contact-telephone,contact-email,contact-mailing-address,default-tied-status-code,default-tied-status,
"US-EIN-941655673-28495","for a project to identify donors and countries to try a Cash on Delivery approach to education aid","","International","USD",400000,0,0,0,0,0,"","2009-11-02","","2010-11-02","","","","","","","","Center for Global Development","(202) 416-0700","","1800 Massachusetts Avenue, 3rd floor Washington, DC  20036","5","Untied",
"US-EIN-941655673-25848","for an organizational assessment and strategic planning process","","International","USD",30000,0,0,0,0,0,"","2007-11-13","","2008-11-13","","","","","","","","Center for Health and Gender Equity, Inc.","(202) 393-5930","","1317 F Street, N.W.
Suite 400 Washington, DC  20004","5","Untied",
"US-EIN-941655673-24298","for general operating support","","International","USD",150000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Center for Health and Gender Equity, Inc.","(202) 393-5930","","1317 F Street, N.W.
Suite 400 Washington, DC  20004","5","Untied",
"US-EIN-941655673-23049","for support of the Policy by Providence: U.S. Involvement in Health Policy Abroad project","","International","USD",75000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Center for Public Integrity","(202) 466-1300","","910 Seventeenth Street, N.W.
Seventh Floor Washington, DC  20006-2601","5","Untied",
"US-EIN-941655673-24319","for general operating support","","International","USD",2250000,0,0,0,0,0,"","2007-02-26","","2010-02-26","","","","","","","","Center for Reproductive Rights Inc.","(917) 637-3600","","120 Wall Street, 14th Floor New York, NY  10005-3904","5","Untied",
"US-EIN-941655673-28881","for general operating support","","International","USD",2250000,0,0,0,0,0,"","2009-11-16","","2012-11-16","","","","","","","","Center for Reproductive Rights Inc.","(917) 637-3600","","120 Wall Street, 14th Floor New York, NY  10005-3904","5","Untied",
"US-EIN-941655673-24951","for activities to advance rural development programs as alternatives to trade distorting subsidies","United States","","USD",35000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Center for Rural Affairs","(402) 687-2103","","P.O. Box 136
145 Main Street Lyons, NE  68038-0136","5","Untied",
"US-EIN-941655673-23253","for activities to advance rural development programs as alternatives to trade distorting subsidies","","International","USD",150000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Center for Rural Affairs","(402) 687-2103","","P.O. Box 136
145 Main Street Lyons, NE  68038-0136","5","Untied",
"US-EIN-941655673-27517","for the examination of policy approaches to mitigate the current global food crisis","","International","USD",140000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Center for Strategic and International Studies Inc.","(202) 887-0200","","1800 K Street, N.W., Suite 400 Washington, DC  20006-2230","5","Untied",
"US-EIN-941655673-23262","for a bipartisan task force to advise policymakers on the reform of U.S. development assistance","","International","USD",200000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Center for Strategic and International Studies Inc.","(202) 887-0200","","1800 K Street, N.W., Suite 400 Washington, DC  20006-2230","5","Untied",
"US-EIN-941655673-28021","for general operating support","","International","USD",1500000,0,0,0,0,0,"","2009-03-30","","2011-03-30","","","","","","","","Center for US Global Leadership","(202) 689-8911","","1129 20th Street, NW
Suite 600 Washington, DC  20036","5","Untied",
"US-EIN-941655673-30440","for general operating support","","International","USD",1200000,0,0,0,0,0,"","2011-03-21","","2013-03-21","","","","","","","","Center for US Global Leadership","(202) 689-8911","","1129 20th Street, NW
Suite 600 Washington, DC  20036","5","Untied",
"US-EIN-941655673-27299","for a project to engage foreign policy experts in efforts to modernize U.S. foreign assistance","","International","USD",200000,0,0,0,0,0,"","2008-09-25","","2009-05-25","","","","","","","","Center for US Global Leadership","(202) 689-8911","","1129 20th Street, NW
Suite 600 Washington, DC  20036","5","Untied",
"US-EIN-941655673-24339","for general support","","International","USD",1200000,0,0,0,0,0,"","2007-02-26","","2009-02-26","","","","","","","","Center for US Global Leadership","(202) 689-8911","","1129 20th Street, NW
Suite 600 Washington, DC  20036","5","Untied",
"US-EIN-941655673-23008","for general support of the International Budget Project","","","USD",1800000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Center on Budget and Policy Priorities","(202) 408-1080","","820 First Street, N.E., Suite 510 Washington, DC  20002-8035","5","Untied",
"US-EIN-941655673-28913","for general support of the International Budget Partnership","","","USD",4000000,0,0,0,0,0,"","2009-11-16","","2012-11-16","","","","","","","","Center on Budget and Policy Priorities","(202) 408-1080","","820 First Street, N.E., Suite 510 Washington, DC  20002-8035","5","Untied",
"US-EIN-941655673-26850","for general support of the International Budget Project","","","USD",1600000,0,0,0,0,0,"","2008-07-21","","2010-01-21","","","","","","","","Center on Budget and Policy Priorities","(202) 408-1080","","820 First Street, N.E., Suite 510 Washington, DC  20002-8035","5","Untied",
"US-EIN-941655673-25054","for general support","United States","","USD",500000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Center on Budget and Policy Priorities","(202) 408-1080","","820 First Street, N.E., Suite 510 Washington, DC  20002-8035","5","Untied",
"US-EIN-941655673-24803","for efforts to strengthen linkages between HIV/AIDS and family planning and reproductive health activities","","International","USD",300000,0,0,0,0,0,"","2007-06-11","","2010-06-11","","","","","","","","Centre for Development and Population Activities","(202) 667-1142","","1133 Twenty-first Street, N.W.
Suite 800 Washington, DC  20036-2232","5","Untied",
"US-EIN-941655673-29487","for strengthening the transparency and accountability of public expenditures on education in India","India","","USD",564000,0,0,0,0,0,"","2010-03-22","","2011-03-22","","","","","","","","Centre for Policy Research","011-91-11-6115273-76","","Dharma Marg
Chanakyapuri New Delhi,   110021 India","5","Untied",
"US-EIN-941655673-27313","for fostering CIDAC's  Rule of Law and Economic Development projects","Mexico","","USD",500000,0,0,0,0,0,"","2008-11-17","","2011-03-09","","","","","","","","Centro de Investigación para el Desarrollo, A.C.","011-5255-5985-1027","","James Balmes No. 11, Edif. D. Piso 2
Los Morales Polanco Mexico City,   11510 México","5","Untied",
"US-EIN-941655673-23684","for general support","Mexico","","USD",1600000,0,0,0,0,0,"","2006-11-06","","2008-11-06","","","","","","","","Centro de Investigación para el Desarrollo, A.C.","011-5255-5985-1027","","James Balmes No. 11, Edif. D. Piso 2
Los Morales Polanco Mexico City,   11510 México","5","Untied",
"US-EIN-941655673-30052","for general operating support","Mexico","","USD",500000,0,0,0,0,0,"","2010-11-15","","2012-11-15","","","","","","","","Centro de Investigación para el Desarrollo, A.C.","011-5255-5985-1027","","James Balmes No. 11, Edif. D. Piso 2
Los Morales Polanco Mexico City,   11510 México","5","Untied",
"US-EIN-941655673-23163","for a research and dissemination project on public security and rule of law in Mexico","Mexico","","USD",302000,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Centro de Investigación y Docencia Económicas, A.C.","011-52-55-5727-9805","","Carretera México-Toluca 3655
Apartado Postal 10-883
Col. Lomas de Santa Fé Delegación Alvaro Obregón,   01210 México","5","Untied",
"US-EIN-941655673-24968","for general support of CIDE's Legal Studies Division","Mexico","","USD",450000,0,0,0,0,0,"","2007-06-11","","2009-06-11","","","","","","","","Centro de Investigación y Docencia Económicas, A.C.","011-52-55-5727-9805","","Carretera México-Toluca 3655
Apartado Postal 10-883
Col. Lomas de Santa Fé Delegación Alvaro Obregón,   01210 México","5","Untied",
"US-EIN-941655673-30362","for fostering the use of collective actions in Mexico through public interest litigation","Mexico","","USD",70000,0,0,0,0,0,"","2010-11-24","","2011-11-30","","","","","","","","Centro de Investigación y Docencia Económicas, A.C.","011-52-55-5727-9805","","Carretera México-Toluca 3655
Apartado Postal 10-883
Col. Lomas de Santa Fé Delegación Alvaro Obregón,   01210 México","5","Untied",
"US-EIN-941655673-30050","for a research, analysis, and dissemination project on transparency and accountability in Mexico","Mexico","","USD",400000,0,0,0,0,0,"","2010-11-30","","2012-11-30","","","","","","","","Centro de Investigación y Docencia Económicas, A.C.","011-52-55-5727-9805","","Carretera México-Toluca 3655
Apartado Postal 10-883
Col. Lomas de Santa Fé Delegación Alvaro Obregón,   01210 México","5","Untied",
"US-EIN-941655673-26609","for a project on Mexico's recent constitutional accountability reforms","Mexico","","USD",700000,0,0,0,0,0,"","2008-08-27","","2010-08-27","","","","","","","","Centro de Investigación y Docencia Económicas, A.C.","011-52-55-5727-9805","","Carretera México-Toluca 3655
Apartado Postal 10-883
Col. Lomas de Santa Fé Delegación Alvaro Obregón,   01210 México","5","Untied",
"US-EIN-941655673-28720","for a research and dissemination project on public security expenditure in Mexico","Mexico","","USD",250000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Centro de Investigación y Docencia Económicas, A.C.","011-52-55-5727-9805","","Carretera México-Toluca 3655
Apartado Postal 10-883
Col. Lomas de Santa Fé Delegación Alvaro Obregón,   01210 México","5","Untied",
"US-EIN-941655673-25553","for an impact evaluation of Oportunidades on the economic prospects of program scholarship graduates","Mexico","","USD",300000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","Centro de Investigaciones y Estudios Superiores en Antropologia Social","011-52-33-3810-8198","","Avenida España 1359 Colonia Moderna
Sector Juárez Guadalajara, Jalisco  44190 México","5","Untied",
"US-EIN-941655673-28719","for a project on access to Mexico's largest federal social programs in highly marginal regions","Mexico","","USD",300000,0,0,0,0,0,"","2009-11-24","","2011-11-24","","","","","","","","Centro de Investigaciones y Estudios Superiores en Antropologia Social","011-52-33-3810-8198","","Avenida España 1359 Colonia Moderna
Sector Juárez Guadalajara, Jalisco  44190 México","5","Untied",
"US-EIN-941655673-28062","for general support of CIESAS' Center for Social Audit program","Mexico","","USD",300000,0,0,0,0,0,"","2009-04-16","","2011-04-16","","","","","","","","Centro de Investigaciones y Estudios Superiores en Antropologia Social","011-52-33-3810-8198","","Avenida España 1359 Colonia Moderna
Sector Juárez Guadalajara, Jalisco  44190 México","5","Untied",
"US-EIN-941655673-24963","for general support","Mexico","","USD",200000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Centro Internacional de Transparencia y Acceso a la Informacion, A.C.","011-52-55-5004-2470","","Av. Mexico 151, Primer Piso
Colonia del Carmen Coyoacan Mexico City,   04100 Mexico","5","Untied",
"US-EIN-941655673-24962","for general support of CEMDA's litigation program","Mexico","","USD",200000,0,0,0,0,0,"","2007-06-11","","2009-06-11","","","","","","","","Centro Mexicano de Derecho Ambiental, A.C.","011-52-55-286-3323","","Atilxco No. 138, Col. Condesa Mexico City,   06140 México","5","Untied",
"US-EIN-941655673-28510","for general support of CEMDA's litigation program","Mexico","","USD",200000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","Centro Mexicano de Derecho Ambiental, A.C.","011-52-55-286-3323","","Atilxco No. 138, Col. Condesa Mexico City,   06140 México","5","Untied",
"US-EIN-941655673-23873","for a book about global hunger and food aid that challenges policymakers to adopt hunger-reducing trade and aid policies","","International","USD",87500,0,0,0,0,0,"","2006-10-16","","2008-01-16","","","","","","","","Chicago Council on Foreign Relations","(312) 726-3860","","332 South Michigan Avenue
Suite 1100 Chicago, IL  60604-4434","5","Untied",
"US-EIN-941655673-23623","for a campaign aimed at reducing barriers to agricultural trade and reforming domestic farm support in the United States","","International","USD",125000,0,0,0,0,0,"","2006-10-16","","2007-10-16","","","","","","","","Citizens Against Government Waste","(202) 467-5300","","1301 Connecticut Avenue, N.W.
Suite 400 Washington, DC  20036-1838","5","Untied",
"US-EIN-941655673-24690","for general operating support","","International","USD",300000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Communications Consortium Media Center","(202) 326-8700","","401 Ninth Street, N.W.
Suite 450 Washington, DC  20004-2142","5","Untied",
"US-EIN-941655673-22829","for general operating support","","International","USD",300000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Communications Consortium Media Center","(202) 326-8700","","401 Ninth Street, N.W.
Suite 450 Washington, DC  20004-2142","5","Untied",
"US-EIN-941655673-27323","for general operating support","","International","USD",900000,0,0,0,0,0,"","2008-11-17","","2011-11-17","","","","","","","","Communications Consortium Media Center","(202) 326-8700","","401 Ninth Street, N.W.
Suite 450 Washington, DC  20004-2142","5","Untied",
